	Ref	POS	Morpheme	MorTag	Line
240	<B 1Cor 15:50>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-3	þata auk qiþa , broþrjus , þei leik jah bloþ þiudinassu gudis ganiman ni ▶magun◀ , nih riurei unriureins arbjo wairþiþ . 
241	<A 1Cor 15:56>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	aþþan gazds dauþaus frawaurhts , iþ ▶mahts◀ frawaurhtais witoþ . 
242	<B 1Cor 15:56>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	aþþan gazds dauþaus frawaurhts , iþ ▶mahts◀ frawaurhtais witoþ . 
243	<B 2Cor 1:4>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-1	saei gaþrafstida uns ana allai aglon unsarai , ei ▶mageima◀ weis gaþrafstjan þans in allaim aglom þairh þo gaþlaiht þizaiei gaþrafstidai sijum silbans fram guda . 
244	<B 2Cor 1:8>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	unte ni wileima izwis unweis(unclear)ans(/unclear) , broþrjus , bi aglon unsara þo waurþanon uns in Asiai , unte ufarassau kauridai wesum ufar ▶maht◀ , swaswe skamaidedeina uns jah liban . 
245	<B 2Cor 1:8>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	unte ni wileima izwis unweis(unclear)ans(/unclear) , broþrjus , bi aglon unsara þo waurþanon uns in Asiai , unte ufarassau kauridai wesum ufar ▶maht◀ , swaswe skamaidedeina uns jah liban . 
246	<A 2Cor 3:7>	Verb	V.prt.-prs.	ACT-OPT-PRET-PLUR-3	aþþan jabai andbahti dauþaus in gameleinim gafrisahtiþ in stainam warþ wulþag , swaei ni ▶mahtedeina◀ sunjus Israelis fairweitjan du wlita Mosezis in wulþaus wlitis is þis gataurnandins , 
247	<B 2Cor 3:7>	Verb	V.prt.-prs.	ACT-OPT-PRET-PLUR-3	aþþan jabai andbahti dauþaus in gameleinim gafrisahtiþ in stainam warþ wulþag , swaei ni ▶mahte◀ sunjus Israelis fairweitjan du wlita Mosezis in wulþaus wlitis is þis gataurnandins , 
248	<A 2Cor 6:7>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in waurda sunjos , in ▶mahtai◀ gudis , þairh wepna garaihteins taihswona jah hleidumon , 
249	<A 2Cor 6:7>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in waurda sunjos , in ▶mahtai◀ gudis , þairh wepna garaihteins taihswona jah hleidumon , 
250	<B 2Cor 6:7>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in waurda sunjos , in ▶mahtai◀ gudis , þairh wepna garaihteins taihswona jah hleidumona , 
251	<B 2Cor 6:7>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in waurda sunjos , in ▶mahtai◀ gudis , þairh wepna garaihteins taihswona jah hleidumona , 
252	<A 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	unte bi ▶mahtai◀ , weitwodja , jah ufar maht silbawiljos wesun , 
253	<A 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	unte bi ▶mahtai◀ , weitwodja , jah ufar maht silbawiljos wesun , 
254	<A 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	unte bi ▶maht◀ai , weitwodja , jah ufar ▶maht◀ silbawiljos wesun , 
255	<A 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	unte bi ▶maht◀ai , weitwodja , jah ufar ▶maht◀ silbawiljos wesun , 
256	<B 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	unte bi ▶mahtai◀ , weitwodja , jah ufar maht silbaw(unclear)i(/unclear)ljos wesun , 
257	<B 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	unte bi ▶mahtai◀ , weitwodja , jah ufar maht silbaw(unclear)i(/unclear)ljos wesun , 
258	<B 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	unte bi ▶maht◀ai , weitwodja , jah ufar ▶maht◀ silbaw(unclear)i(/unclear)ljos wesun , 
259	<B 2Cor 8:3>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	unte bi ▶maht◀ai , weitwodja , jah ufar ▶maht◀ silbaw(unclear)i(/unclear)ljos wesun , 
260	<A 2Cor 12:9>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	jah qaþ mis : ganah þuk ansts meina , unte ▶mahts◀ in siukein ustiuhada . filu gabaurjaba nu mais ƕopa in siukeim meinaim , ei ufarhleiþrjai ana mis ▶mahts◀ Xristaus . 
261	<A 2Cor 12:9>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	jah qaþ mis : ganah þuk ansts meina , unte ▶mahts◀ in siukein ustiuhada . filu gabaurjaba nu mais ƕopa in siukeim meinaim , ei ufarhleiþrjai ana mis ▶mahts◀ Xristaus . 
262	<B 2Cor 12:9>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	jah qaþ mis : ganah þuk ansts meina , unte ▶mahts◀ in siukeim ustiuhada . filu gabaurjaba nu mais ƕopa in siukeim meinaim , ei ufarhleiþrjai ana mis ▶mahts◀ Xristaus . 
263	<B 2Cor 12:9>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	jah qaþ mis : ganah þuk ansts meina , unte ▶mahts◀ in siukeim ustiuhada . filu gabaurjaba nu mais ƕopa in siukeim meinaim , ei ufarhleiþrjai ana mis ▶mahts◀ Xristaus . 
264	<A 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan jabai jah ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk weis siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
265	<A 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan jabai jah ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk weis siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
266	<A 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan jabai jah ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk weis siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
267	<A 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan jabai jah ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk weis siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
268	<B 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan jabai ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
269	<B 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan jabai ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
270	<B 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan jabai ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
271	<B 2Cor 13:4>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan jabai ushramiþs was us siukein , akei libaiþ us ▶mahtai◀ gudis ; jah auk siukam in imma , akei libam miþ imma us ▶mahtai◀ gudis in izwis . 
272	<A 2Cor 13:8>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-1	ni auk ▶magum◀ ƕa wiþra sunja , ak faur sunja . 
273	<B 2Cor 13:8>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-1	ni auk ▶magum◀ ƕa wiþra sunja , ak faur sunja . 
274	<B Eph 3:4>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	duþþe ei siggwandans ▶mageiþ◀ fraþjan frodein meinai in runai Xristaus , 
275	<A Eph 3:16>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	ei gibai izwis bi gabein wulþaus seinis ▶mahtai◀ inswinþjan þairh ahman seinana in innuman mannan , 
276	<A Eph 3:16>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	ei gibai izwis bi gabein wulþaus seinis ▶mahtai◀ inswinþjan þairh ahman seinana in innuman mannan , 
277	<B Eph 3:16>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	ei gibai izwis bi gabein wulþaus seinis ▶mahtai◀ gaswinþnan þairh ahman seinana in innuman mannan , 
278	<B Eph 3:16>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	ei gibai izwis bi gabein wulþaus seinis ▶mahtai◀ gaswinþnan þairh ahman seinana in innuman mannan , 
279	<A Eph 3:18>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	ei in frijaþwai gawaurhtai jah gasulidai ▶mageiþ◀ gafahan miþ allaim þaim weiham ƕa sijai braidei jal~laggei jah hauhei jah d(unclear)iupe(/unclear)i ; 
280	<B Eph 3:18>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	ei in friaþwai gawaurhtai jah gasulidai ▶mageiþ◀ gafahan miþ allaim þaim weiham ƕa sijai braidei jah laggei jah hauhei jah diupei ; 
281	<A Eph 3:20>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan þamma mahteigin ufar all taujan maizo giban þau bidjam aiþþau fraþjam bi ▶mahtai◀ þizai waurkjandein in unsis , 
282	<A Eph 3:20>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan þamma mahteigin ufar all taujan maizo giban þau bidjam aiþþau fraþjam bi ▶mahtai◀ þizai waurkjandein in unsis , 
283	<B Eph 3:20>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	aþþan þamma mahteigin ufar all taujan maizo þau bidjam aiþþau fraþjam bi ▶mahtai◀ þizai waurkjandein in uns , 
284	<B Eph 3:20>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	aþþan þamma mahteigin ufar all taujan maizo þau bidjam aiþþau fraþjam bi ▶mahtai◀ þizai waurkjandein in uns , 
285	<A Eph 6:10>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	þata nu anþar , broþrjus meinai , inswinþjaiþ izwis in fraujin jah in ▶mahtai◀ swinþeins is . 
286	<A Eph 6:10>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	þata nu anþar , broþrjus meinai , inswinþjaiþ izwis in fraujin jah in ▶mahtai◀ swinþeins is . 
287	<B Eph 6:10>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	þata nu anþar , broþrjus meinai , inswin(unclear)þ(/unclear)jaiþ izwis in fraujin jah in ▶mahtai◀ swinþeins is . 
288	<B Eph 6:10>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	þata nu anþar , broþrjus meinai , inswin(unclear)þ(/unclear)jaiþ izwis in fraujin jah in ▶mahtai◀ swinþeins is . 
289	<A Eph 6:11>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	gahamoþ izwis sarwam gudis , ei ▶mageiþ◀ standan wiþra listins diabulaus ; 
290	<B Eph 6:11>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	gahamoþ izwis sarwam gudis , ei ▶mageiþ◀ standan wiþra listins diabulaus ; 
291	<A Eph 6:13>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	duþþe nimiþ sarwa gudis , ei ▶mageiþ◀ andstandan in þamma daga ubilin jah in allamma uswaurkjandans standan . 
292	<B Eph 6:13>	Verb	V.prt.-prs.	ACT-OPT-PRES-PLUR-2	duþþe nimiþ sarwa gudis , ei ▶mageiþ◀ andstandan in þamma daga ubilin jah in allamma uswaurkjandans standan . 
293	<A Eph 6:16>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-2	ufar all andnimandans skildu galaubeinais , þammei ▶maguþ◀ allos arƕaznos þis unseljins funiskos afƕapjan ; 
294	<B Eph 6:16>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-2	ufar all andnimandans skildu galaubeinais , þammei ▶maguþ◀ allos arƕaznos þis unseleins funiskos afƕapjan ; 
295	<A Gal 3:5>	Verb	V.prt.-prs.	WEAK-MASC-GEN-SING	saei nu andstaldiþ izwis ahmin jah waurkeiþ ▶mahtins◀ in izwis , uzu waurstwam witodis þau uzu gahauseinai galaubeinais ? 
296	<A Gal 3:5>	Verb	V.prt.-prs.	WEAK-NEUT-GEN-SING	saei nu andstaldiþ izwis ahmin jah waurkeiþ ▶mahtins◀ in izwis , uzu waurstwam witodis þau uzu gahauseinai galaubeinais ? 
297	<A Php 3:10>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	du kunnan ina jah ▶maht◀ usstassais is jah gamainduþ þulaine is , miþkauriþs was dauþau is , 
298	<A Php 3:10>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	du kunnan ina jah ▶maht◀ usstassais is jah gamainduþ þulaine is , miþkauriþs was dauþau is , 
299	<B Php 3:10>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	du kunnan ina jah ▶maht◀ usstassais is jah gamainduþ þulaine is , miþkauriþs was dauþau is , 
300	<B Php 3:10>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	du kunnan ina jah ▶maht◀ usstassais is jah gamainduþ þulaine is , miþkauriþs was dauþau is , 
301	<A Php 3:21>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	saei inmaideiþ leika hauneinais unsaraizos du ibnaskaunjamma leika wulþaus seinis bi waurstwa , unte ▶mag◀ jah ufhnaiwjan sis alla . 
302	<A Php 3:21>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	saei inmaideiþ leika hauneinais unsaraizos du ibnaskaunjamma leika wulþaus seinis bi waurstwa , unte ▶mag◀ jah ufhnaiwjan sis alla . 
303	<B Php 3:21>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	saei inmaideiþ leika hauneinais unsaraizos du ibnaskaunjamma leika wulþaus seinis bi waurstwa , unte ▶mag◀ jah ufhnaiwjan sis alla . 
304	<B Php 3:21>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	saei inmaideiþ leika hauneinais unsaraizos du ibnaskaunjamma leika wulþaus seinis bi waurstwa , unte ▶mag◀ jah ufhnaiwjan sis alla . 
305	<B Php 4:13>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	all ▶mag◀ in þamma inswinþjandin mik Xristau . 
306	<B Php 4:13>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	all ▶mag◀ in þamma inswinþjandin mik Xristau . 
307	<A Col 1:11>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
308	<A Col 1:11>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
309	<A Col 1:11>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
310	<A Col 1:11>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
311	<B Col 1:11>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
312	<B Col 1:11>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
313	<B Col 1:11>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
314	<B Col 1:11>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	in allai ▶mahtai◀ gaswinþidai bi ▶mahtai◀ wulþaus is , in allai usþulainai jah usbeisnai miþ fahedai , 
315	<A Col 1:29>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	du þammei arbaidja usdaudjands bi waurstwa sei inna uswaurkeiþ in mis in ▶mahtai◀ 
316	<A Col 1:29>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	du þammei arbaidja usdaudjands bi waurstwa sei inna uswaurkeiþ in mis in ▶mahtai◀ 
317	<B 1Thess 3:9>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-1	ƕa auk awiliude ▶magum◀ usgildan fraujin guda bi izwis ana allai fahedai þizaiei faginom in izwara faura guda unsaramma , 
318	<A 2Thess 1:11>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	du þammei jah bidjam sinteino bi izwis ei izwis wairþans briggai þizos laþonais guþ unsar jah fulljai alla leikain þiuþeinais seinaizos jah waurstw galaubeinais in ▶mahtai◀ , 
319	<A 2Thess 1:11>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	du þammei jah bidjam sinteino bi izwis ei izwis wairþans briggai þizos laþonais guþ unsar jah fulljai alla leikain þiuþeinais seinaizos jah waurstw galaubeinais in ▶mahtai◀ , 
320	<A 1Tim 3:5>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	iþ jabai ƕas seinamma garda fauragaggan ni ▶mag◀ , ƕaiwa aikklesjon gudis gakaroþ ? 
321	<A 1Tim 3:5>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	iþ jabai ƕas seinamma garda fauragaggan ni ▶mag◀ , ƕaiwa aikklesjon gudis gakaroþ ? 
322	<A 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-PLUR	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
323	<A 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-FEM-NOM-SING	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
324	<A 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-PLUR	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
325	<A 1Tim 5:25>	Verb	V.prt.-prs.	WEAK-MASC-NOM-SING	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
326	<A 1Tim 5:25>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-1	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
327	<A 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-FEM-ACC-SING	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
328	<A 1Tim 5:25>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-3	samaleiko þan jah waurstwa goda swikunþa sind , jah þoei aljaleikos sik habandona filhan ni ▶mahta◀ sind . 
329	<B 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-FEM-NOM-SING	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
330	<B 1Tim 5:25>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-1	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
331	<B 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-FEM-ACC-SING	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
332	<B 1Tim 5:25>	Verb	V.prt.-prs.	WEAK-MASC-NOM-SING	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
333	<B 1Tim 5:25>	Verb	V.prt.-prs.	ACT-IND-PRET-SING-3	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
334	<B 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-PLUR	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
335	<B 1Tim 5:25>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-PLUR	samaleiko þan jah waurstwa goda swikunþa ▶sind◀ , jah þo(unclear)ei(/unclear)aljaleikos sik habandona filhan ni mahta ▶sind◀ . 
336	<A 1Tim 6:7>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-1	ni waiht auk brahtedum in þamma fairƕau ; bi sunjai þatei ni usbairan ƕa ▶magum◀ . 
337	<B 1Tim 6:7>	Verb	V.prt.-prs.	ACT-IND-PRES-PLUR-1	ni waiht auk brahtedum in þamma fairƕau ; bi sunjai þatei ni usbairan ƕa ▶magum◀ . 
338	<B 1Tim 6:16>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	saei ains aih undiwanein jah liuhaþ bauiþ unatgaht , þanei saƕ manne ni ainshun nih sai(unclear)ƕan(/unclear)(unclear)mag(/unclear)
339	<B 1Tim 6:16>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	saei ains aih undiwanein jah liuhaþ bauiþ unatgaht , þanei saƕ manne ni ainshun nih sai(unclear)ƕan(/unclear)(unclear)mag(/unclear)
340	<A 2Tim 1:8>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	ni nunu skamai þuk weitwodiþos fraujins unsaris Iesuis nih meina , bandjins is , ak miþarbaidei aiwaggeljon bi ▶mahtai◀ gudis , 
341	<A 2Tim 1:8>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	ni nunu skamai þuk weitwodiþos fraujins unsaris Iesuis nih meina , bandjins is , ak miþarbaidei aiwaggeljon bi ▶mahtai◀ gudis , 
342	<B 2Tim 1:8>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	ni nunu skamai þuk weitwodiþos fraujins unsaris Iesuis nih meina , bandjins is , ak miþarbaidei aiwaggeljon bi ▶mahtai◀ gudis , 
343	<B 2Tim 1:8>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	ni nunu skamai þuk weitwodiþos fraujins unsaris Iesuis nih meina , bandjins is , ak miþarbaidei aiwaggeljon bi ▶mahtai◀ gudis , 
344	<B 2Tim 2:13>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	jabai ni galaubjam , jains triggws wisiþ ; afaikan sik silban ni ▶mag◀ . 
345	<B 2Tim 2:13>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	jabai ni galaubjam , jains triggws wisiþ ; afaikan sik silban ni ▶mag◀ . 
346	<A 2Tim 3:5>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	habandans hiwi gagudeins , iþ ▶maht◀ izos inwidandans ; jaþ~þans afwandei . 
347	<A 2Tim 3:5>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	habandans hiwi gagudeins , iþ ▶maht◀ izos inwidandans ; jaþ~þans afwandei . 
348	<B 2Tim 3:5>	Verb	V.prt.-prs.	STRONG-NEUT-NOM-SING	habandans hiwi gagudeins , iþ ▶maht◀ izos inwidandans ; jah þans afwandei . 
349	<B 2Tim 3:5>	Verb	V.prt.-prs.	STRONG-NEUT-ACC-SING	habandans hiwi gagudeins , iþ ▶maht◀ izos inwidandans ; jah þans afwandei . 
350	<E Sk 1:4>	Verb	V.prt.-prs.	ACT-OPT-PRET-SING-3	▶mahtedi◀ sweþauh jah inu mans leik , waldufnja þataine gudiskamma galausjan allans us diabulaus anamahtai ; akei kunnands þatei swaleikamma waldufnja mahtais nauþs ustaiknida wesi jan~ni þanaseiþs fastaida garaihteins gareh(add)s(add)ns , ak nauþai gawaurhtedi manne ganist . 
351	<E Sk 1:5>	Verb	V.prt.-prs.	STRONG-MASC-NOM-PLUR	jabai auk diabulau fram anastodeinai nih nauþjandin , ak uslutondin mannan jah þairh liugn gaƕotjandin ufargaggan anabusn — þatuh wesi wiþra þata gadob , ei frauja qimands ▶mahtai◀ gudiskai jah waldufnja , þana galausidedi jah nauþai du gagudein gawandidedi ; nei auk þuhtedi þau in garaihteins gaa(add)g(add)gwein ufargaggan þo faura ju us anastodeinai garaidon garehsn ? 
352	<E Sk 1:5>	Verb	V.prt.-prs.	STRONG-FEM-DAT-SING	jabai auk diabulau fram anastodeinai nih nauþjandin , ak uslutondin mannan jah þairh liugn gaƕotjandin ufargaggan anabusn — þatuh wesi wiþra þata gadob , ei frauja qimands ▶mahtai◀ gudiskai jah waldufnja , þana galausidedi jah nauþai du gagudein gawandidedi ; nei auk þuhtedi þau in garaihteins gaa(add)g(add)gwein ufargaggan þo faura ju us anastodeinai garaidon garehsn ? 
353	<E Sk 2:2>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	inuh þis jah nasjands nauh miþþan anastodjands ustaiknida þana iupa briggandan in þiudangardjai gudis wig , qiþands : amen amen , qiþa þus , niba saei gabairada iupaþro , ni ▶mag◀ gasaiƕan þiudangardja gudis . 
354	<E Sk 2:2>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	inuh þis jah nasjands nauh miþþan anastodjands ustaiknida þana iupa briggandan in þiudangardjai gudis wig , qiþands : amen amen , qiþa þus , niba saei gabairada iupaþro , ni ▶mag◀ gasaiƕan þiudangardja gudis . 
355	<E Sk 2:4>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	þammuh þan ni froþ Nekaudemus , in þis ei miþþan frumist hausida fram laisarja , inuh þis qaþ : ƕaiwa ▶mahts◀ ist , manna gabairan alþeis wisands ? ibai mag in wamba aiþeins seinaizos aftra galeiþan jag~gabairaidau ? 
356	<E Sk 2:4>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-1	þammuh þan ni froþ Nekaudemus , in þis ei miþþan frumist hausida fram laisarja , inuh þis qaþ : ƕaiwa mahts ist , manna gabairan alþeis wisands ? ibai ▶mag◀ in wamba aiþeins seinaizos aftra galeiþan jag~gabairaidau ? 
357	<E Sk 2:4>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	þammuh þan ni froþ Nekaudemus , in þis ei miþþan frumist hausida fram laisarja , inuh þis qaþ : ƕaiwa mahts ist , manna gabairan alþeis wisands ? ibai ▶mag◀ in wamba aiþeins seinaizos aftra galeiþan jag~gabairaidau ? 
358	<E Sk 2:6>	Verb	V.prt.-prs.	STRONG-MASC-NOM-SING	inuh þis qaþ : ƕaiwa ▶mahts◀ ist , manna alþeis wisands gabairan ? ibai mag in wamba aiþeins seinaizos aftra galeiþan jah gabairaidau ? 
359	<E Sk 2:6>	Verb	V.prt.-prs.	ACT-IND-PRES-SING-3	inuh þis qaþ : ƕaiwa mahts ist , manna alþeis wisands gabairan ? ibai ▶mag◀ in wamba aiþeins seinaizos aftra galeiþan jah gabairaidau ? 
